Time stamps,Elapsed time,torque_time_list,speed_time_list,power_time_list,efficiency_time_list,vibration_time_list
1736992254,24149.133333,73.022202,0,-11561.141726,-233.484213,0
1736993466,24169.333333,73.663553,0,-11530.533794,-236.160126,0
1736994677,24189.516667,73.651203,0,-11589.484090,-234.919498,0
1736995888,24209.700000,72.926949,0,-11564.215071,-233.117678,0
1736997099,24229.883333,73.143705,0,-11548.748898,-234.123679,0
1736998310,24250.066667,73.759095,0,-11603.016959,-234.989240,0
1736999521,24270.250000,74.558826,0,-11670.660596,-236.160329,0
1737000732,24290.433333,73.538379,0,-11491.186275,-236.566100,0
1737001943,24310.616667,72.722955,0,-11516.105869,-233.436731,0
1737003154,24330.800000,73.211316,0,-11540.829262,-234.500904,0
1737004365,24350.983333,73.549047,0,-11501.882456,-236.380392,0
1737005575,24371.150000,73.221330,0,-11480.106800,-235.773508,0
1737006787,24391.350000,73.955590,0,-11393.996347,-239.937569,0
1737007998,24411.533333,73.765162,0,-11496.162188,-237.192930,0
1737009208,24431.700000,73.399439,0,-11551.911419,-234.877931,0
1737010420,24451.900000,72.807774,0,-11426.168368,-235.548561,0
1737011631,24472.083333,74.550236,0,-11525.638299,-239.104284,0
1737012842,24492.266667,75.058205,0,-11687.316215,-237.403273,0
1737014053,24512.450000,73.019308,0,-11561.504143,-233.467644,0
1737015266,24532.666667,72.794520,0,-11424.640881,-235.537170,0
1737016477,24552.850000,73.277362,0,-11522.520924,-235.085392,0
1737017688,24573.033333,72.576252,0,-11542.362743,-232.435865,0
1737018899,24593.216667,73.747888,0,-11528.068672,-236.481056,0
1737020111,24613.416667,73.256948,0,-11575.391393,-233.946451,0
